Source,Target,Weight,Type
jfk_67,jfk_69,5,undirected
jfk_67,jfk_70,1,undirected
jfk_67,jfk_71,1,undirected
jfk_68,jfk_64,1,undirected
jfk_68,jfk_66,1,undirected
jfk_68,jfk_67,4,undirected
jfk_68,jfk_69,6,undirected
jfk_68,jfk_70,3,undirected
jfk_68,jfk_71,2,undirected
jfk_69,jfk_64,2,undirected
jfk_69,jfk_67,5,undirected
jfk_69,jfk_68,6,undirected
jfk_69,jfk_70,2,undirected
jfk_70,jfk_67,1,undirected
jfk_70,jfk_68,3,undirected
jfk_70,jfk_69,2,undirected
jfk_70,jfk_71,6,undirected
jfk_71,jfk_67,1,undirected
jfk_71,jfk_68,2,undirected
jfk_71,jfk_70,6,undirected
jfk_71,jfk_72,2,undirected
jfk_72,jfk_52,3,undirected
jfk_72,jfk_71,2,undirected
jfk_72,jfk_75,1,undirected
jfk_73,jfk_78,5,undirected
jfk_73,jfk_79,3,undirected
jfk_73,jfk_82,2,undirected
jfk_73,jfk_83,4,undirected
jfk_73,jfk_84,2,undirected
jfk_73,jfk_93,1,undirected
jfk_74,jfk_54,2,undirected
jfk_74,jfk_75,5,undirected
jfk_74,jfk_89,3,undirected
jfk_75,jfk_72,1,undirected
jfk_75,jfk_74,5,undirected
jfk_75,jfk_77,6,undirected
jfk_75,jfk_90,1,undirected
jfk_76,jfk_38,2,undirected
jfk_76,jfk_83,2,undirected
jfk_76,jfk_88,3,undirected
jfk_76,jfk_90,1,undirected
jfk_77,jfk_11,1,undirected
jfk_77,jfk_19,1,undirected
jfk_77,jfk_20,2,undirected
jfk_77,jfk_33,1,undirected
jfk_77,jfk_35,2,undirected
jfk_77,jfk_47,2,undirected
jfk_77,jfk_54,2,undirected
jfk_77,jfk_56,3,undirected
jfk_77,jfk_75,6,undirected
jfk_77,jfk_79,2,undirected
jfk_77,jfk_84,1,undirected
jfk_77,jfk_86,1,undirected
jfk_77,jfk_88,1,undirected
jfk_77,jfk_89,1,undirected
jfk_77,jfk_97,2,undirected
jfk_77,wc_39,1,undirected
jfk_77,wc_47,2,undirected
jfk_78,jfk_73,5,undirected
jfk_78,jfk_83,6,undirected
jfk_78,jfk_96,3,undirected
jfk_78,jfk_98,1,undirected
jfk_79,jfk_73,3,undirected
jfk_79,jfk_77,2,undirected
jfk_79,jfk_89,3,undirected
jfk_79,jfk_99,1,undirected
jfk_80,jfk_90,5,undirected
jfk_80,jfk_92,3,undirected
jfk_80,wc_49,1,undirected
jfk_81,cc_unfccc26,3,undirected
jfk_81,cc_unfccc29,1,undirected
jfk_81,jfk_45,2,undirected
jfk_82,jfk_54,5,undirected
jfk_82,jfk_56,1,undirected
jfk_82,jfk_73,2,undirected
jfk_82,jfk_84,6,undirected
jfk_82,jfk_93,2,undirected
jfk_82,jfk_95,3,undirected
jfk_83,jfk_20,3,undirected
jfk_83,jfk_38,3,undirected
jfk_83,jfk_73,4,undirected
jfk_83,jfk_76,2,undirected
jfk_83,jfk_78,6,undirected
jfk_83,jfk_96,2,undirected
jfk_84,jfk_73,2,undirected
jfk_84,jfk_77,1,undirected
jfk_84,jfk_82,6,undirected
jfk_85,cc_unfccc03,1,undirected
jfk_85,jfk_01,2,undirected
jfk_85,jfk_06,3,undirected
jfk_85,jfk_10,2,undirected
jfk_85,jfk_11,4,undirected
jfk_85,jfk_12,2,undirected
jfk_85,jfk_13,2,undirected
jfk_85,jfk_24,3,undirected
jfk_85,jfk_27,1,undirected
jfk_85,jfk_34,1,undirected
jfk_85,jfk_36,3,undirected
jfk_85,jfk_44,1,undirected
jfk_85,jfk_45,2,undirected
jfk_85,jfk_55,3,undirected
jfk_85,jfk_60,1,undirected
jfk_85,jfk_63,2,undirected
jfk_85,jfk_91,4,undirected
jfk_85,wc_10,4,undirected
jfk_85,wc_21,2,undirected
jfk_85,wc_35,1,undirected
jfk_85,wc_46,2,undirected
jfk_85,wc_50,2,undirected
jfk_86,jfk_77,1,undirected
jfk_86,jfk_90,3,undirected
jfk_86,jfk_92,5,undirected
jfk_87,jfk_36,1,undirected
jfk_87,jfk_47,1,undirected
jfk_87,jfk_88,5,undirected
jfk_87,jfk_90,3,undirected
jfk_88,jfk_66,2,undirected
jfk_88,jfk_76,3,undirected
jfk_88,jfk_77,1,undirected
jfk_88,jfk_87,5,undirected
jfk_89,jfk_74,3,undirected
jfk_89,jfk_77,1,undirected
jfk_89,jfk_79,3,undirected
jfk_90,jfk_22,1,undirected
jfk_90,jfk_25,1,undirected
jfk_90,jfk_32,3,undirected
jfk_90,jfk_47,3,undirected
jfk_90,jfk_52,3,undirected
jfk_90,jfk_53,3,undirected
jfk_90,jfk_75,1,undirected
jfk_90,jfk_76,1,undirected
jfk_90,jfk_80,5,undirected
jfk_90,jfk_86,3,undirected
jfk_90,jfk_87,3,undirected
jfk_90,jfk_92,6,undirected
jfk_90,jfk_94,2,undirected
jfk_91,jfk_85,4,undirected
jfk_91,jfk_97,6,undirected
jfk_91,wc_47,1,undirected
jfk_92,jfk_32,2,undirected
jfk_92,jfk_47,1,undirected
jfk_92,jfk_52,1,undirected
jfk_92,jfk_80,3,undirected
jfk_92,jfk_86,5,undirected
jfk_92,jfk_90,6,undirected
jfk_93,jfk_73,1,undirected
jfk_93,jfk_82,2,undirected
jfk_93,jfk_96,6,undirected
jfk_94,jfk_100,1,undirected
jfk_94,jfk_90,2,undirected
jfk_94,wc_30,3,undirected
jfk_95,jfk_60,2,undirected
jfk_95,jfk_82,3,undirected
jfk_95,jfk_97,1,undirected
jfk_96,jfk_78,3,undirected
jfk_96,jfk_83,2,undirected
jfk_96,jfk_93,6,undirected
jfk_97,jfk_10,1,undirected
jfk_97,jfk_77,2,undirected
jfk_97,jfk_91,6,undirected
jfk_97,jfk_95,1,undirected
jfk_97,wc_10,1,undirected
jfk_98,jfk_60,2,undirected
jfk_98,jfk_78,1,undirected
jfk_98,wc_10,3,undirected
jfk_99,jfk_27,2,undirected
jfk_99,jfk_61,2,undirected
jfk_99,jfk_62,2,undirected
jfk_99,jfk_79,1,undirected
jfk_99,wc_09,2,undirected
jfk_99,wc_10,3,undirected
jfk_99,wc_39,1,undirected
mt_01,jfk_03,3,undirected
mt_01,mt_08,1,undirected
mt_01,wc_14,2,undirected
mt_02,cc_un03,1,undirected
mt_02,cc_unfccc26,3,undirected
mt_02,jfk_44,2,undirected
mt_03,cc_unfccc26,2,undirected
mt_03,cc_unfccc34,1,undirected
mt_03,jfk_50,3,undirected
mt_03,mt_06,3,undirected
mt_04,mt_07,4,undirected
mt_04,mt_08,5,undirected
mt_04,mt_11,4,undirected
mt_05,mt_07,1,undirected
mt_05,mt_09,3,undirected
mt_05,wc_14,2,undirected
mt_06,cc_unfccc26,1,undirected
mt_06,jfk_50,2,undirected
mt_06,mt_03,3,undirected
mt_07,mt_04,4,undirected
mt_07,mt_05,1,undirected
mt_07,mt_08,6,undirected
mt_07,mt_09,2,undirected
mt_07,mt_11,1,undirected
mt_07,wc_10,1,undirected
mt_08,jfk_16,1,undirected
mt_08,jfk_58,1,undirected
mt_08,mt_01,1,undirected
mt_08,mt_04,5,undirected
mt_08,mt_07,6,undirected
mt_08,wc_10,1,undirected
mt_09,mt_05,3,undirected
mt_09,mt_07,2,undirected
mt_09,mt_11,5,undirected
mt_09,wc_47,1,undirected
mt_10,cc_un01,1,undirected
mt_10,cc_un03,2,undirected
mt_10,cc_unfccc26,3,undirected
mt_11,mt_04,4,undirected
mt_11,mt_07,1,undirected
mt_11,mt_09,5,undirected
wc_01,jfk_29,1,undirected
wc_01,wc_09,1,undirected
wc_01,wc_14,3,undirected
wc_01,wc_30,2,undirected
wc_02,wc_03,6,undirected
wc_02,wc_04,2,undirected
wc_02,wc_09,1,undirected
wc_03,wc_02,6,undirected
wc_03,wc_04,3,undirected
wc_03,wc_05,4,undirected
wc_03,wc_07,2,undirected
wc_03,wc_08,1,undirected
wc_04,jfk_19,2,undirected
wc_04,wc_02,2,undirected
wc_04,wc_03,3,undirected
wc_04,wc_05,2,undirected
wc_04,wc_08,5,undirected
wc_04,wc_10,3,undirected
wc_05,wc_03,4,undirected
wc_05,wc_04,2,undirected
wc_05,wc_10,1,undirected
wc_06,wc_10,1,undirected
wc_06,wc_14,2,undirected
wc_06,wc_37,3,undirected
wc_07,wc_03,2,undirected
wc_07,wc_09,1,undirected
wc_07,wc_10,3,undirected
wc_08,wc_03,1,undirected
wc_08,wc_04,5,undirected
wc_08,wc_14,2,undirected
wc_09,jfk_31,2,undirected
wc_09,jfk_54,1,undirected
wc_09,jfk_57,1,undirected
wc_09,jfk_61,3,undirected
wc_09,jfk_99,2,undirected
wc_09,wc_01,1,undirected
wc_09,wc_02,1,undirected
wc_09,wc_07,1,undirected
wc_09,wc_10,1,undirected
wc_09,wc_11,6,undirected
wc_09,wc_13,3,undirected
wc_09,wc_14,4,undirected
wc_09,wc_16,3,undirected
wc_09,wc_18,1,undirected
wc_10,cc_gt08,2,undirected
wc_10,cc_unfccc02,3,undirected
wc_10,jfk_01,3,undirected
wc_10,jfk_04,2,undirected
wc_10,jfk_06,2,undirected
wc_10,jfk_08,2,undirected
wc_10,jfk_100,3,undirected
wc_10,jfk_11,2,undirected
wc_10,jfk_12,3,undirected
wc_10,jfk_14,2,undirected
wc_10,jfk_15,1,undirected
wc_10,jfk_16,3,undirected
wc_10,jfk_20,1,undirected
wc_10,jfk_26,2,undirected
wc_10,jfk_28,1,undirected
wc_10,jfk_35,1,undirected
wc_10,jfk_37,2,undirected
wc_10,jfk_42,2,undirected
wc_10,jfk_43,1,undirected
wc_10,jfk_45,1,undirected
wc_10,jfk_57,3,undirected
wc_10,jfk_58,2,undirected
wc_10,jfk_59,3,undirected
wc_10,jfk_60,3,undirected
wc_10,jfk_63,3,undirected
wc_10,jfk_85,4,undirected
wc_10,jfk_97,1,undirected
wc_10,jfk_98,3,undirected
wc_10,jfk_99,3,undirected
wc_10,mt_07,1,undirected
wc_10,mt_08,1,undirected
wc_10,wc_04,3,undirected
wc_10,wc_05,1,undirected
wc_10,wc_06,1,undirected
wc_10,wc_07,3,undirected
wc_10,wc_09,1,undirected
wc_10,wc_16,2,undirected
wc_10,wc_21,3,undirected
wc_10,wc_22,1,undirected
wc_10,wc_29,3,undirected
wc_10,wc_31,3,undirected
wc_10,wc_33,3,undirected
wc_10,wc_39,4,undirected
wc_10,wc_46,1,undirected
wc_10,wc_47,6,undirected
wc_10,wc_48,1,undirected
wc_10,wc_50,1,undirected
wc_11,wc_09,6,undirected
wc_11,wc_14,1,undirected
wc_11,wc_18,2,undirected
wc_12,cc_un12,2,undirected
wc_12,cc_unfccc21,3,undirected
wc_12,cc_unfccc26,1,undirected
wc_13,wc_09,3,undirected
wc_13,wc_14,2,undirected
wc_13,wc_47,1,undirected
wc_14,jfk_03,3,undirected
wc_14,mt_01,2,undirected
wc_14,mt_05,2,undirected
wc_14,wc_01,3,undirected
wc_14,wc_06,2,undirected
wc_14,wc_08,2,undirected
wc_14,wc_09,4,undirected
wc_14,wc_11,1,undirected
wc_14,wc_13,2,undirected
wc_14,wc_30,3,undirected
wc_14,wc_37,1,undirected
wc_15,wc_17,1,undirected
wc_15,wc_18,3,undirected
wc_15,wc_30,2,undirected
wc_16,wc_09,3,undirected
wc_16,wc_10,2,undirected
wc_16,wc_17,1,undirected
wc_17,jfk_49,1,undirected
wc_17,wc_15,1,undirected
wc_17,wc_16,1,undirected
wc_17,wc_18,6,undirected
wc_17,wc_30,2,undirected
wc_17,wc_37,1,undirected
wc_18,jfk_51,1,undirected
wc_18,wc_09,1,undirected
wc_18,wc_11,2,undirected
wc_18,wc_15,3,undirected
wc_18,wc_17,6,undirected
wc_18,wc_20,1,undirected
wc_18,wc_49,3,undirected
wc_19,wc_31,1,undirected
wc_19,wc_37,2,undirected
wc_19,wc_44,1,undirected
wc_19,wc_47,3,undirected
wc_20,wc_18,1,undirected
wc_20,wc_30,3,undirected
wc_20,wc_39,2,undirected
wc_21,jfk_85,2,undirected
wc_21,wc_10,3,undirected
wc_21,wc_31,1,undirected
wc_22,wc_10,1,undirected
wc_22,wc_30,3,undirected
wc_22,wc_32,1,undirected
wc_22,wc_37,2,undirected
wc_23,cc_unfccc26,3,undirected
wc_23,jfk_06,2,undirected
wc_23,wc_29,1,undirected
wc_24,wc_26,2,undirected
wc_24,wc_37,1,undirected
wc_24,wc_38,4,undirected
wc_25,wc_26,6,undirected
wc_25,wc_28,2,undirected
wc_25,wc_37,2,undirected
wc_26,wc_24,2,undirected
wc_26,wc_25,6,undirected
wc_26,wc_28,3,undirected
wc_26,wc_30,2,undirected
wc_26,wc_40,2,undirected
wc_27,wc_28,1,undirected
wc_27,wc_30,3,undirected
wc_27,wc_37,2,undirected
wc_28,jfk_49,2,undirected
wc_28,wc_25,2,undirected
wc_28,wc_26,3,undirected
wc_28,wc_27,1,undirected
wc_28,wc_30,6,undirected
wc_28,wc_37,5,undirected
wc_28,wc_38,3,undirected
wc_29,jfk_06,2,undirected
wc_29,jfk_31,1,undirected
wc_29,jfk_46,3,undirected
wc_29,wc_10,3,undirected
wc_29,wc_23,1,undirected
wc_29,wc_47,1,undirected
wc_30,jfk_03,2,undirected
wc_30,jfk_12,1,undirected
wc_30,jfk_51,2,undirected
wc_30,jfk_94,3,undirected
wc_30,wc_01,2,undirected
wc_30,wc_14,3,undirected
wc_30,wc_15,2,undirected
wc_30,wc_17,2,undirected
wc_30,wc_20,3,undirected
wc_30,wc_22,3,undirected
wc_30,wc_26,2,undirected
wc_30,wc_27,3,undirected
wc_30,wc_28,6,undirected
wc_30,wc_32,3,undirected
wc_30,wc_34,3,undirected
wc_30,wc_36,2,undirected
wc_30,wc_37,4,undirected
wc_30,wc_38,2,undirected
wc_30,wc_40,3,undirected
wc_30,wc_43,3,undirected
wc_31,wc_10,3,undirected
wc_31,wc_19,1,undirected
wc_31,wc_21,1,undirected
wc_31,wc_33,2,undirected
wc_31,wc_35,2,undirected
wc_31,wc_42,2,undirected
wc_31,wc_46,5,undirected
wc_32,wc_22,1,undirected
wc_32,wc_30,3,undirected
wc_32,wc_37,2,undirected
wc_33,cc_unfccc26,1,undirected
wc_33,wc_10,3,undirected
wc_33,wc_31,2,undirected
wc_34,cc_unfccc26,1,undirected
wc_34,wc_30,3,undirected
wc_34,wc_39,2,undirected
wc_35,cc_unfccc26,3,undirected
wc_35,jfk_85,1,undirected
wc_35,wc_31,2,undirected
wc_36,wc_30,2,undirected
wc_36,wc_37,1,undirected
wc_36,wc_39,3,undirected
wc_36,wc_43,1,undirected
wc_36,wc_45,1,undirected
wc_37,wc_06,3,undirected
wc_37,wc_14,1,undirected
wc_37,wc_17,1,undirected
wc_37,wc_19,2,undirected
wc_37,wc_22,2,undirected
wc_37,wc_24,1,undirected
wc_37,wc_25,2,undirected
wc_37,wc_27,2,undirected
wc_37,wc_28,5,undirected
wc_37,wc_30,4,undirected
wc_37,wc_32,2,undirected
wc_37,wc_36,1,undirected
wc_37,wc_39,1,undirected
wc_37,wc_43,2,undirected
wc_38,wc_24,4,undirected
wc_38,wc_28,3,undirected
wc_38,wc_30,2,undirected
wc_38,wc_40,1,undirected
wc_39,jfk_09,1,undirected
wc_39,jfk_16,2,undirected
wc_39,jfk_33,2,undirected
wc_39,jfk_60,2,undirected
wc_39,jfk_61,1,undirected
wc_39,jfk_63,1,undirected
wc_39,jfk_77,1,undirected
wc_39,jfk_99,1,undirected
wc_39,wc_10,4,undirected
wc_39,wc_20,2,undirected
wc_39,wc_34,2,undirected
wc_39,wc_36,3,undirected
wc_39,wc_37,1,undirected
wc_39,wc_44,1,undirected
wc_39,wc_45,2,undirected
wc_39,wc_47,5,undirected
wc_39,wc_48,3,undirected
wc_40,wc_26,2,undirected
wc_40,wc_30,3,undirected
wc_40,wc_38,1,undirected
wc_41,cc_un03,2,undirected
wc_41,cc_unfccc26,3,undirected
wc_41,jfk_24,1,undirected
wc_42,cc_unfccc26,3,undirected
wc_42,jfk_06,1,undirected
wc_42,wc_31,2,undirected
wc_43,wc_30,3,undirected
wc_43,wc_36,1,undirected
wc_43,wc_37,2,undirected
wc_44,jfk_22,2,undirected
wc_44,jfk_49,3,undirected
wc_44,wc_19,1,undirected
wc_44,wc_39,1,undirected
wc_44,wc_45,3,undirected
wc_44,wc_47,3,undirected
wc_44,wc_48,2,undirected
wc_44,wc_49,6,undirected
wc_45,wc_36,1,undirected
wc_45,wc_39,2,undirected
wc_45,wc_44,3,undirected
wc_46,jfk_46,2,undirected
wc_46,jfk_85,2,undirected
wc_46,wc_10,1,undirected
wc_46,wc_31,5,undirected
wc_47,jfk_02,2,undirected
wc_47,jfk_03,1,undirected
wc_47,jfk_100,1,undirected
wc_47,jfk_18,2,undirected
wc_47,jfk_22,3,undirected
wc_47,jfk_29,2,undirected
wc_47,jfk_77,2,undirected
wc_47,jfk_91,1,undirected
wc_47,mt_09,1,undirected
wc_47,wc_10,6,undirected
wc_47,wc_13,1,undirected
wc_47,wc_19,3,undirected
wc_47,wc_29,1,undirected
wc_47,wc_39,5,undirected
wc_47,wc_44,3,undirected
wc_47,wc_49,2,undirected
wc_48,wc_10,1,undirected
wc_48,wc_39,3,undirected
wc_48,wc_44,2,undirected
wc_49,jfk_100,2,undirected
wc_49,jfk_80,1,undirected
wc_49,wc_18,3,undirected
wc_49,wc_44,6,undirected
wc_49,wc_47,2,undirected
wc_50,cc_unfccc26,3,undirected
wc_50,jfk_85,2,undirected
wc_50,wc_10,1,undirected
